"U1","U2","group"
5.97523254736301,1.27961239714969,1
5.46139616354343,2.11435291667331,8
6.37994093283054,0.864915465310699,1
-12.2896094860232,1.27705511947024,4
-0.312265420118606,-13.9035444508041,2
5.79778427465793,7.91716000933994,5
6.04374117239353,1.10302874942172,1
4.30968422277805,2.38687178988803,3
7.16277403219577,1.97632644076694,8
6.00675005300876,7.80582902331699,5
6.47137398107883,2.90250632663119,8
3.59976190908786,1.5821379174744,3
6.13720697744724,1.4500304212128,1
6.88400120123264,1.42301568885196,1
6.25623268469211,1.48861644168246,1
5.62238687857028,2.18423125644076,8
3.93463177069064,1.2433653821503,3
-12.292399937073,-0.143246146544331,7
6.2517651973569,1.50243315596927,1
5.6729077754819,1.15128931899417,1
-12.5154395641482,1.93349335093845,4
5.57163137777683,1.58032367129672,1
-14.2582850994265,-0.251500020429009,7
3.10487169607517,1.40857837100375,3
4.36085457189914,2.29775593181003,3
5.73560232504245,1.62663278479922,1
6.53191513403293,1.48808953662265,1
5.67982954367038,4.96092460055698,6
0.00592828377124127,-13.3782501469101,2
3.77283424719211,2.06051537890781,3
-12.4422927440799,1.58927140136111,4
5.75414413793918,5.72993132968295,6
5.14749760015842,1.46836695571292,3
4.0952300487363,1.0012360562836,3
5.73888868673679,1.92340371508945,1
6.78594631536838,1.05559513469089,1
4.02362484320041,2.21056578059543,3
5.53061384542819,6.56132266421664,6
0.0462871251904612,-14.2027492771591,2
5.74406284674045,8.00081441302646,5
5.39592594488498,2.5129148711716,8
5.84177488668796,4.63154313464511,6
5.97062916143771,1.29901633162845,1
4.40063375814792,1.11460814376224,3
7.01745933874484,2.17764112849582,8
5.94140142782565,1.91555402179111,1
5.90419239385959,8.11547849078525,5
6.15445846899387,0.757251953080779,1
5.62023014410373,4.90559098620761,6
5.50442737921115,5.42291161914218,6
5.15444464071628,2.64278123278964,3
5.54634279592868,0.588950370744354,1
-13.6073127330935,-1.08398010830533,7
3.77187771185275,1.15838203330386,3
0.587434834083284,-13.0729856739486,2
-13.0990386547244,0.0675424759541811,7
5.42135471685764,5.25712058444369,6
-13.8668542446292,-0.44833054642331,7
-0.230881556654608,-13.7172117481674,2
5.97107548101779,4.7208165874039,6
-12.7484565319217,1.46964273352969,4
5.60862678869602,2.69617459674228,6
5.00413603170749,1.06232747931827,3
0.273544853767121,-13.3007927189316,2
-14.1682477535403,-0.445722127958649,7
-13.3326936306155,-0.37011730174672,7
7.28907055242893,2.16264030833591,8
5.29900163992282,2.22993729014743,3
4.35143417700168,2.48750684161533,3
5.78556866033908,7.62690112491,5
-0.313015317330396,-14.0163355122055,2
4.70093054159519,2.36917445559848,1
4.80108494146701,0.742332731679565,1
4.74908871038791,0.940970753625518,1
3.9161848483884,2.2164699782883,3
0.299291795333589,-13.8574590931381,2
5.73307222708103,5.87789676089633,6
3.69109196050998,1.11195526023257,3
-12.4765773357547,1.56093201537479,4
-12.2935767711795,2.21034810443271,4
6.46730226858493,1.76438853640903,1
5.62623781545993,7.84779546161044,5
3.86037201269504,1.96356437106479,3
6.05674976690646,2.53830263514865,8
5.8150205074155,4.8303775538956,6
4.06374830587741,1.34839353461612,3
6.5149135051572,2.24309537310947,8
4.26105827673312,0.781065498784667,3
7.35236687048312,2.10619017978061,8
3.93470997198459,2.95967099566806,3
-14.0465999187625,-0.57120367388379,7
-12.2308173717654,1.38127610583652,4
6.54387516363498,1.38702592749942,1
5.88205808981296,4.84549949069369,6
-8.47145515100125,1.96259639163364,10
-12.5263848842776,1.81988153357852,4
4.27888101919528,2.00192353625644,3
6.2815937457883,2.65770218272555,8
-12.99654060022,-0.836526716753358,7
4.51431364401218,1.9548858155762,3
-12.7937198223269,-1.06578149895322,7
