1044,1436,1702,1008,2310,231,1845,1040,700,2230
493,2327,1876,791,990,139,2421,2665,441,1507
607,1345,345,2098,445,1587,1879,2479,1387,2523
2038,740,608,2564,684,587,1081,2313,1495,1836
137,2556,237,644,567,2661,1339,1982,2280,1263
1885,197,599,1215,766,2439,900,2179,611,755
2094,2020,1802,1114,1792,2386,1342,1036,1288,2660
1190,6,1799,2037,567,168,511,1842,2664,1416
1048,2039,2252,83,1643,2691,1071,2582,2231,1997
2479,607,338,1528,2098,1745,921,2523,1406,2101
467,2442,334,1324,2401,2223,297,2657,2348,603
2024,2490,2577,1362,1511,2109,1090,972,606,2380
895,2021,2480,1617,2228,2515,1008,1078,1718,986
852,2128,1667,2190,230,1466,2064,1728,665,447
16,1248,1599,2575,1809,113,1630,1048,1984,996
2541,2527,2072,681,2324,977,19,1390,2250,2046
1040,1044,1815,418,27,336,1845,1436,1008,2515
446,1889,999,2023,1615,119,2185,1654,238,77
757,1575,724,2403,1305,136,1684,1083,960,2416
1012,2596,621,2052,690,737,1267,1953,2351,841
1354,2166,135,1800,2189,2511,1704,2450,1725,1634
993,1433,688,621,1968,929,1257,1730,862,926
1985,633,622,735,657,2398,1563,953,2262,469
1477,1069,2239,45,1925,173,2516,1273,498,895
2648,1543,645,2412,2295,2397,874,185,284,2159
672,104,801,1698,1680,2253,641,601,1493,1045
1284,2508,2564,1210,455,2649,740,339,587,474
2332,1919,671,1508,2106,804,388,13,2684,1572
2619,438,1179,2477,1321,1138,1349,1041,34,1986
1246,1093,2660,1702,597,1882,90,1797,2188,2573
2530,1346,2517,1014,1198,883,1961,1421,2321,1308
1113,2319,497,160,1260,2688,481,772,1342,40
2010,42,2257,1518,1900,1009,2128,539,1418,168
2226,1876,493,466,39,2197,1499,1074,2327,2421
2357,164,1016,284,2622,1970,654,265,2267,491
638,511,2664,1731,1900,1743,1142,490,412,2302
1723,2098,1387,1528,2479,1647,2458,216,2571,338
273,731,1178,103,445,1345,161,921,969,1261
1622,2217,1257,1037,1842,862,1468,1263,2539,1640
950,642,1932,2593,2680,1356,1064,1934,1847,290
2409,1926,1599,630,2691,16,2332,596,1282,350
1845,895,769,70,111,1475,2228,2385,348,2688
706,854,619,986,1901,62,2395,1915,1899,773
1078,2261,300,2395,1590,283,122,1363,2056,1715
965,2614,1490,335,165,1633,180,2477,1695,102
1485,2197,1499,1335,1507,267,2306,1670,493,2294
2077,197,766,1718,945,1913,1337,623,2610,232
1881,2035,2407,486,861,2157,2408,2418,1267,1892
1696,161,921,1178,1888,2040,146,1406,970,731
1409,1366,1833,1756,1128,2198,2446,773,285,1917
1708,1675,864,2499,1736,2442,1657,120,2183,2652
653,2057,892,795,1005,882,25,2676,778,164
2106,746,275,480,292,1137,2667,1602,1106,2568
2679,1820,1223,647,2507,2204,910,758,2511,2282
2514,298,2607,9,1277,263,2443,212,583,274
1602,1183,670,1669,2390,1001,49,2356,34,97
300,1015,2487,2516,2239,447,976,1536,2639,1716
2259,1441,551,318,836,251,957,1174,529,1196
1196,251,2234,2423,2259,128,1313,1174,318,26
2395,1802,959,1845,1617,2515,1977,1312,2056,2604
1361,2628,1602,972,2390,262,1669,590,1303,2207
1972,864,2183,2445,439,1132,143,386,869,1736
1431,2435,1465,1078,2065,1379,2666,1147,1901,626
798,989,1910,1950,909,83,1322,827,1574,520
132,2512,278,969,1387,1220,2279,1774,1631,1304
1439,1116,21,419,711,196,869,125,2464,697
325,1694,1271,1851,2176,1229,699,1480,1203,1860
2398,2480,1899,2515,839,1735,2276,1475,2538,1466
1936,1291,1334,545,850,725,2092,958,537,499
2389,862,1801,417,2495,137,2661,203,1812,123
958,575,71,703,1217,1832,589,1286,2013,1701
529,551,1174,2259,280,959,2199,1551,1470,1196
2023,1951,469,1917,1634,1033,895,55,2398,2446
2376,2635,2612,1343,1585,1599,1809,1770,167,24
1206,2356,2106,930,1097,388,1137,1161,34,1831
2683,174,1800,45,2312,1354,623,2450,828,682
638,431,168,1412,1581,2131,206,2010,42,1251
2315,1445,1793,197,1857,922,470,1299,2430,569
2116,1399,312,2232,420,1675,1548,642,1129,2675
1871,1226,2606,2619,1907,1605,1579,1653,590,918
139,1317,2665,2393,849,2443,934,2552,811,1067
1801,1009,1263,2018,405,42,209,2206,1622,2359
1815,1262,27,2021,1086,669,968,482,835,1471
1116,21,1453,1589,420,2675,196,602,2248,2377
120,2675,727,138,936,1064,419,21,196,2096
2688,66,2191,2310,1475,2350,481,2319,2132,1414
618,1382,588,152,2684,34,1361,130,1741,2103
642,1082,88,713,1087,2448,871,1934,2468,1068
669,674,958,1197,1308,1086,2520,1367,919,27
1850,606,974,715,60,1100,2107,276,1786,2640
1761,1757,1059,332,1184,2567,2266,2121,1740,1877
51,302,1499,1645,1678,1625,483,2292,1542,2375
1981,2465,2515,2190,2674,739,986,888,2310,571
1753,498,159,1483,2385,1390,548,906,406,105
1825,1379,451,867,1532,534,1981,1901,1078,114
1107,1983,126,368,638,1251,168,2304,412,522
1494,2675,289,701,2084,2214,697,2468,727,420
472,1010,1259,833,2054,818,1631,2169,1149,998
1538,1754,1191,2558,2190,1981,901,1169,2176,2456
370,1224,1068,778,1,284,108,164,2267,1301
457,866,2389,1223,655,539,2006,661,7,2495
60,276,480,253,1605,2667,1176,2291,1100,1137
1248,738,262,1179,2644,130,590,2168,1984,2628
864,1675,1129,869,1399,1676,892,1085,386,1736
2401,1453,21,1589,2675,2680,1052,1199,1618,1087
990,2421,2327,65,1317,53,2022,2029,483,1992
1215,1024,62,1717,1553,1151,2176,303,669,505
596,113,1382,601,553,2691,1322,1950,1572,1365
996,827,1137,1948,1125,1384,388,743,1552,851
1345,2479,373,1344,1259,338,2040,1149,2054,161
968,669,1286,2429,2683,2185,1792,307,2189,505
2273,2654,2395,1247,2056,1307,1617,949,1603,300
1687,1337,1800,2604,238,819,1505,891,2683,174
2450,356,870,565,853,140,2309,2312,135,1883
112,1490,2371,2591,1517,286,102,593,2569,2659
430,2282,1379,901,1775,1465,1721,770,1203,744
2105,1694,807,1763,461,919,329,1459,2205,1152
1143,871,108,778,1228,1614,610,1578,1567,795
760,1706,1309,1092,1393,1384,1748,1370,2076,1348
68,681,1851,1192,1284,766,783,545,470,1883
100,2344,738,809,1164,1605,2272,2076,1552,743
2261,2010,567,511,149,2419,42,2257,2661,2128
483,2599,2651,2393,1876,558,2443,1007,791,1580
2200,2688,901,2663,2350,66,2457,985,890,835
417,405,1263,1105,1799,2495,209,2661,1891,1622
2233,1851,684,579,1789,636,1459,1351,2105,1694
1792,1747,2688,1787,2437,66,1560,497,1628,2439
40,901,1083,157,11,1721,609,1792,920,2395
478,2618,782,631,2527,1379,2578,1040,2529,2641
1417,2520,2674,1668,799,1352,418,2605,2262,2319
1035,1047,683,2109,1007,369,1074,493,1362,39
346,1462,2348,297,334,2442,184,386,1708,1324
309,1879,1631,704,2623,907,921,1469,2052,1278
568,1369,232,197,2046,657,2239,900,1215,315
1704,176,1284,945,783,197,430,2176,1405,1857
616,959,2246,1242,1845,949,1702,1882,476,2122
1696,146,204,970,1293,829,161,2479,1469,433
283,2021,2476,2060,231,2190,245,1046,2027,489
1861,2233,362,461,1685,2321,2002,1351,183,1582
2046,1646,1535,2262,1885,1920,5,234,1234,2047
2228,959,755,348,160,2198,471,1126,986,2021
2699,1735,2354,2191,55,707,611,900,1475,1044
1040,782,1379,464,2618,1108,430,530,768,933
177,1124,987,2367,193,1729,1050,1359,2002,662
388,275,1100,276,1602,60,2667,437,1106,2592
611,1475,1262,418,2688,307,543,1792,1342,66
418,799,1792,1815,2228,66,1119,2604,722,1915
2421,51,1876,558,2375,302,1432,458,1580,1047
1981,1808,536,1108,2176,236,1717,2559,1445,968
1118,212,1816,2381,263,1368,1520,113,1018,887
1881,2225,2035,2418,2408,2491,2508,1091,1965,1729
2564,1210,1704,1357,608,888,1189,324,1619,1153
1296,1667,2179,1628,2140,2136,2674,114,1113,2446
285,1945,1119,700,986,1379,315,968,2021,1716
42,2553,2010,1518,511,1900,1251,84,1009,638
1340,1064,184,1616,1970,2295,1932,2462,652,603
1593,2143,1495,2092,647,1055,329,2204,1234,2507
1074,558,2421,121,1047,1007,791,39,369,1317
1418,1263,460,841,2664,2018,1743,2389,7,655
248,2536,1201,2200,514,1028,1505,1284,783,1870
1225,1632,1936,958,548,424,725,1460,1308,1694
1628,2319,1113,1667,1456,40,367,2171,2674,2140
1307,1569,1069,159,992,377,1977,2572,1044,2385
1222,545,1192,636,1396,313,1191,2618,1851,1704
305,2638,2323,750,1403,1245,1142,1912,862,810
2677,2232,1521,2192,420,120,1064,2215,1934,1219
204,1744,2026,161,1696,1827,709,1345,2523,984
1735,717,1222,832,524,1598,714,1191,1256,1858
2304,2504,639,227,1949,1426,1251,84,490,220
706,2047,1735,1717,534,1401,1215,446,232,1036
662,705,819,1367,2178,1050,703,2449,1870,1800
1882,2188,1509,26,2484,365,1093,1109,2660,1312
1379,1286,2405,2365,830,1901,1904,1447,1717,669
1699,1744,2070,689,823,1387,1293,2299,1604,2571
1083,224,1917,1027,1833,1802,1128,1036,27,1008
42,457,7,6,1834,368,2128,1656,1418,1944
457,994,1257,1801,1968,1207,2182,2010,436,2260
1046,717,2033,739,867,1022,1538,503,1607,1864
1642,722,2536,1870,702,181,1283,819,931,287
1574,1810,229,1990,1353,16,388,827,2568,1697
655,2143,264,492,1481,436,1622,1694,1553,1504
387,1143,778,610,2676,1567,1224,795,871,1972
2628,130,438,262,1821,620,1741,422,2207,588
218,2257,841,994,7,688,1968,539,490,1518
2168,1910,1950,399,1179,113,1322,798,443,553
2680,582,654,2563,125,131,1752,1873,1616,1673
1251,431,84,17,726,2010,1107,1168,1275,903
139,1381,849,121,2653,2665,1007,39,558,1876
2515,2127,1667,1311,2056,2480,503,2021,2128,1466
2385,2434,1532,173,1390,769,119,2636,2460,1628
2015,1652,871,2448,652,1218,2593,1921,334,2357
1910,1079,2598,924,2138,2168,1382,601,443,1368
596,2619,1248,1984,113,1627,58,1630,1734,1545
959,1470,26,2259,2666,551,1196,1882,1977,407
2460,430,2434,1302,478,977,1401,867,12,1793
